2026-01-08,PAYPAL *PA   19.78_V,19.78,,24.76
2026-01-09,E-TRANSFER ***Y7u,,40,64.76
2026-01-09,E-TRANSFER ***ezu,,40,104.76
2026-01-09,UBER CANADA/UBE   _V,24.81,,79.95
2026-01-09,PRES/QSWKJ8X9PH   _T,4.75,,75.2
2026-01-09,JUICY BIRDS WHI   _F,29.87,,45.33
2026-01-09,FOLKSTONE VARIE   _F,3.72,,41.61
2026-01-09,UBER CANADA/UBE   _V,13.76,,27.85
2026-01-09,JW534 TFR-FR C/C,,30,57.85
2026-01-09,SEND E-TFR ***VDR,40,,17.85
2026-01-12,TD ATM DEP    004614,,100,117.85
2026-01-12,TD VISA      R5U7U6,65.66,,52.19
2026-01-12,A&W #4570         _F,21.66,,30.53
2026-01-12,E-TFR ***5z7 EPAY,,1950,1980.53
2026-01-12,DOLLARAMA # 682   _F,2.88,,1977.65
2026-01-12,LCBO/RAO #0237    _F,4.95,,1972.7
2026-01-12,BROOKLIN CONVEN   _F,1.55,,1971.15
2026-01-12,SEND E-TFR ***b5n,500,,1471.15
2026-01-12,SEND E-TFR ***Uq9,500,,971.15
2026-01-12,SEND E-TFR ***ARr,40,,931.15
2026-01-12,SEND E-TFR ***3Ck,200,,731.15
2026-01-12,SEND E-TFR ***wHN,700,,31.15
2026-01-12,TD ATM DEP    004852,,110,141.15
2026-01-12,PIZZA NOVA 324    _F,13.55,,127.6
2026-01-12,E-TFR ***PP9 EPAY,,1000,1127.6
2026-01-12,SEND E-TFR ***uUQ,100,,1027.6
2026-01-13,EMPL INS         EI,,846,1873.6
2026-01-13,SEND E-TFR ***4m4,1000,,873.6
2026-01-13,WL101 TFR-TO C/C,61.02,,812.58
2026-01-13,SEND E-TFR ***UKg,50,,762.58
2026-01-13,ENDZIN 2022 LIM   _V,30,,732.58
2026-01-13,UBER CANADA/UBE   _V,31.42,,701.16
2026-01-14,UBER CANADA/UBE   _V,31.45,,669.71
2026-01-14,UBER CANADA/UBE   _V,,31.42,701.13
2026-01-14,SEND E-TFR ***Ecv,200,,501.13
2026-01-14,HL244 TFR-TO 6125141,150,,351.13
2026-01-14,VESTA  *CHATR     _V,39.55,,311.58
2026-01-15,UBER CANADA/UBE   _V,35.27,,276.31
2026-01-15,UBER CANADA/UBE   _V,35.44,,240.87
2026-01-15,UBER CANADA/UBE   _V,,35.27,276.14
2026-01-15,UBER CANADA/UBE   _V,42.92,,233.22
2026-01-15,E-TRANSFER ***CSD,,40,273.22
2026-01-15,ESSO CIRCLE K     _F,20,,253.22
2026-01-15,UBER CANADA/UBE   _V,42.99,,210.23
2026-01-15,UBER CANADA/UBE   _V,,42.92,253.15
2026-01-16,ENDZIN 2022 LIM   _V,50,,203.15
2026-01-19,APPLE.COM/BILL    _V,14.68,,188.47
2026-01-19,UI524 TFR-FR 6125141,,144,332.47
2026-01-19,APPLE.COM/BILL    _V,1.68,,330.79
2026-01-19,ENDZIN 2022 LIM   _V,20,,310.79
2026-01-19,PRES/QVHB57NVML   _T,4.75,,306.04
2026-01-19,J7 RAMEN          _F,34.59,,271.45
2026-01-19,UBER CANADA/UBE   _V,15.7,,255.75
2026-01-19,UBER CANADA/UBE   _V,16.72,,239.03
2026-01-19,LCBO/RAO #0237    _F,12,,227.03
2026-01-19,UBER CANADA/UBE   _V,,15.7,242.73
2026-01-19,SEND E-TFR ***sTV,40,,202.73
2026-01-19,UBER CANADA/UBE   _V,20.69,,182.04
2026-01-19,UBER CANADA/UBE   _V,9.01,,173.03
2026-01-19,UBER CANADA/UBE   _V,,16.72,189.75
2026-01-19,ENDZIN 2022 LIM   _V,10,,179.75
2026-01-19,ENDZIN 2022 LIM   _V,20,,159.75
2026-01-19,ENDZIN 2022 LIM   _V,20,,139.75
2026-01-19,ENDZIN 2022 LIM   _V,40,,99.75
2026-01-19,ENDZIN 2022 LIM   _V,,40,139.75
2026-01-19,ENDZIN 2022 LIM   _V,,60,199.75
2026-01-19,UBER CANADA/UBE   _V,38.29,,161.46
2026-01-19,UBER CANADA/UBE   _V,38.31,,123.15
2026-01-19,UBER CANADA/UBE   _V,,38.29,161.44
2026-01-19,ENDZIN 2022 LIM   _V,30,,131.44
2026-01-19,ENDZIN 2022 LIM   _V,30,,101.44
2026-01-19,ENDZIN 2022 LIM   _V,30,,71.44
2026-01-19,ENDZIN 2022 LIM   _V,40,,31.44
2026-01-19,ENDZIN 2022 LIM   _V,,50,81.44
2026-01-19,UBER CANADA/UBE   _V,38.46,,42.98
2026-01-19,PLANET FITNESS   FEE,33.89,,9.09
2026-01-20,E-TRANSFER ***dxW,,40,49.09
2026-01-21,PAYPAL *UBER      _V,11.29,,37.8
2026-01-21,UBER *TRIP HELP   _V,9.41,,28.39
2026-01-21,UBER CANADA/UBE   _V,20.67,,7.72
2026-01-21,SEND E-TFR ***3Du,7,,0.72
2026-01-23,E-TRANSFER ***xvV,,40,40.72
2026-01-23,UBER CANADA/UBE   _V,36.37,,4.35
2026-01-26,UU115 TFR-FR C/C,,30,34.35
2026-01-26,ENDZIN 2022 LIM   _V,10,,24.35
2026-01-26,E-TRANSFER ***Z7a,,120,144.35
2026-01-26,Uber Holdings C   _V,30.32,,114.03
2026-01-26,Uber Holdings C   _V,54.1,,59.93
2026-01-26,UBER CANADA/UBE   _V,46.19,,13.74
2026-01-26,Amazon.ca Prime   _V,11.29,,2.45
2026-01-26,E-TRANSFER ***hka,,20,22.45
2026-01-27,EMPL INS         EI,,846,868.45
2026-01-27,WO541 TFR-TO C/C,30,,838.45
2026-01-27,WQ231 TFR-TO C/C,50,,788.45
2026-01-27,WQ304 TFR-TO C/C,20,,768.45
2026-01-27,WQ312 TFR-TO C/C,20,,748.45
2026-01-27,SHOPPERS DRUG M   _F,22.8,,725.65
2026-01-27,UBER CANADA/UBE   _V,23.85,,701.8
2026-01-27,UBER CANADA/UBE   _V,8.36,,693.44
2026-01-28,Spotify P3   14.34_V,14.34,,679.1
2026-01-28,FANDUEL CANADA    _V,25,,654.1
2026-01-28,FANDUEL CANADA    _V,25,,629.1
2026-01-28,FANDUEL CANADA    _V,50,,579.1
2026-01-28,FANDUEL CANADA    _V,25,,554.1
2026-01-28,ENDZIN 2022 LIM   _V,25,,529.1
2026-01-28,ENDZIN 2022 LIM   _V,10,,519.1
2026-01-28,ENDZIN 2022 LIM   _V,10,,509.1
2026-01-28,ENDZIN 2022 LIM   _V,75,,434.1
2026-01-28,UBER CANADA/UBE   _V,31.44,,402.66
2026-01-28,UBER CANADA/UBE   _V,31.47,,371.19
2026-01-28,ENDZIN 2022 LIM   _V,,425,796.19
2026-01-28,UBER CANADA/UBE   _V,,31.44,827.63
2026-01-28,TEBEX.ORG     7.90_V,11.14,,816.49
2026-01-28,AMEX BILL PYMT   MSP,100,,716.49
2026-01-29,ENDZIN 2022 LIM   _V,25,,691.49
2026-01-29,ENDZIN 2022 LIM   _V,,35,726.49
2026-01-29,SEND E-TFR ***Yrw,50,,676.49
2026-01-29,FANDUEL CANADA    _V,,22,698.49
2026-01-29,ENDZIN 2022 LIM   _V,30,,668.49
2026-01-29,ENDZIN 2022 LIM   _V,30,,638.49
2026-01-29,ENDZIN 2022 LIM   _V,50,,588.49
2026-01-29,ENDZIN 2022 LIM   _V,50,,538.49
2026-01-29,ENDZIN 2022 LIM   _V,100,,438.49
2026-01-29,ENDZIN 2022 LIM   _V,100,,338.49
2026-01-29,ENDZIN 2022 LIM   _V,200,,138.49
2026-01-29,ENDZIN 2022 LIM   _V,,55,193.49
2026-01-29,ENDZIN 2022 LIM   _V,,150,343.49
2026-01-29,IQ022 TFR-TO C/C,160,,183.49
2026-01-29,ENDZIN 2022 LIM   _V,10,,173.49
